date,CSI300_Close,CSI1000_Close,LCVI_Close,SCGI_Close,WASI_Close,CSI300_PB,CSI1000_PB,LCVI_PB,SCGI_PB,WASI_PB
2010/1/15,3482.738,4658.087,4590.773,4359.606,2909.5247,3.2469,,2.6614,4.5914,3.5139
2010/1/18,3500.684,4734.051,4606.552,4436.157,2928.5186,3.2529,,2.6641,4.6668,3.5315
2010/1/19,3507.482,4740.448,4629.82,4430.223,2930.5088,3.261,,2.6711,4.6611,3.5376
2010/1/20,3394.434,4586.747,4478.683,4296.761,2834.6848,3.1666,,2.5883,4.5156,3.4296
2010/1/21,3408.574,4606.434,4525.365,4300.213,2848.9463,3.1764,,2.6116,4.5168,3.4433
2010/1/22,3366.197,4471.278,4548.796,4178.865,2810.123,3.1578,,2.6269,4.3914,3.4055
2010/1/25,3328.014,4407.043,4451.868,4120.806,2777.9014,3.1196,,2.5806,4.3332,3.3614
2010/1/26,3242.797,4226.935,4381.164,3961.178,2703.8921,3.0529,,2.5442,4.1619,3.279
2010/1/27,3198.566,4194.634,4289.183,3933.158,2671.957,3.0115,,2.4948,4.1354,3.2394
2010/1/28,3206.57,4248.036,4261.109,3994.332,2685.3835,3.0113,,2.4819,4.1943,3.2466
2010/1/29,3204.155,4290.323,4243.658,4028.881,2687.7942,3.0037,,2.4731,4.2286,3.2469
2010/2/1,3152.707,4239.985,4157.978,3981.269,2649.4207,2.9527,,2.4269,4.1701,3.1959
