date,CSI300_Close,CSI1000_Close,LCVI_Close,SCGI_Close,WASI_Close,CSI300_PB,CSI1000_PB,LCVI_PB,SCGI_PB,WASI_PB,CSI300_Close_1,CSI300_Close_11,CSI1000_Close_1,CSI1000_Close_11,10_days_CSI300_rtn,10_days_CSI1000_rtn,Signal1,Signal1_day_rtn,Position1,LCVI_PB_1,LCVI_PB_5,SCGI_PB_1,SCGI_PB_5,WASI_PB_1,WASI_PB_5,Signal2,Signal2_day_rtn,Position2,LCVI_Close_1,LCVI_Close_2,SCGI_Close_1,SCGI_Close_2,WASI_Close_1,WASI_Close_2,LCVI_rtn_1,SCGI_rtn_1,WASI_rtn_1,Signal3,Signal3_day_rtn,Position3,CSI300_Close_2,CSI1000_Close_2,CSI300_rtn_1,CSI1000_rtn_1,Signal4,Signal4_day_rtn,Position4,Signal_5,Signal5_day_rtn,Position5,year
2009-12-01,3560.831,4394.99,4627.0835,4109.1788,2901.8079,3.2825,,,,3.5214,,,,,,,-1,,满仓中证1000指数,,,,,,,-1,,满仓中证1000指数,,,,,,,,,,-1,,满仓中证1000指数,,,,,-1,,满仓中证1000指数,-4,,7.5%多IM + 7.5%空IF,2009
2009-12-02,3597.329,4474.926,4666.2974,4176.4685,2934.136,3.3154,,,,3.5602,3560.831,,4394.99,,,,-1,1.0181879822252156,满仓中证1000指数,,,,,3.5214,,-1,1.0181879822252156,满仓中证1000指数,4627.0835,,4109.1788,,2901.8079,,,,,-1,1.0181879822252156,满仓中证1000指数,,,,,-1,1.0181879822252156,满仓中证1000指数,-4,1.005953595720001,7.5%多IM + 7.5%空IF,2009
2009-12-03,3590.876,4515.835,4638.4644,4212.0841,2932.4329,3.3019,,,,3.5557,3597.329,,4474.926,,,,-1,1.0091418271497674,满仓中证1000指数,,,,,3.5602,,-1,1.0091418271497674,满仓中证1000指数,4666.2974,4627.0835,4176.4685,4109.1788,2934.136,2901.8079,1.0084748632697034,1.0163754616859213,1.011140675438922,-1,1.0091418271497674,满仓中证1000指数,3560.831,4394.99,1.0102498545985474,1.0181879822252156,-1,1.0091418271497674,满仓中证1000指数,-4,1.0082017435544912,7.5%多IM + 7.5%空IF,2009
2009-12-04,3643.491,4375.979,4789.9594,4108.7244,2950.3362,3.3776,,,,3.5971,3590.876,,4515.835,,,,-1,0.9690298693375644,满仓中证1000指数,,,,,3.5557,,-1,0.9690298693375644,满仓中证1000指数,4638.4644,4666.2974,4212.0841,4176.4685,2932.4329,2934.136,0.9940353137371826,1.008527683137081,0.9994195565577055,-1,0.9690298693375644,满仓中证1000指数,3597.329,4474.926,0.9982061690771125,1.0091418271497674,-1,0.9690298693375644,满仓中证1000指数,-4,0.9657830918738345,7.5%多IM + 7.5%空IF,2009
2009-12-07,3668.832,4459.079,4786.9781,4182.6524,2972.4902,3.3856,,,,3.616,3643.491,,4375.979,,,,-1,1.018990036286737,满仓中证1000指数,,,,,3.5971,,-1,1.018990036286737,满仓中证1000指数,4789.9594,4638.4644,4108.7244,4212.0841,2950.3362,2932.4329,1.0326605934498494,0.9754611499803625,1.0061052718375927,1,1.0069551427463386,满仓沪深300指数,3590.876,4515.835,1.014652413505785,0.9690298693375644,1,1.0069551427463386,满仓沪深300指数,0,1.0,空仓,2009
2009-12-08,3624.019,4450.83,4732.8021,4172.3621,2947.2083,3.3449,,,,3.5807,3668.832,,4459.079,,,,-1,0.9981500664150602,满仓中证1000指数,,,,,3.616,3.5214,-1,0.9981500664150602,满仓中证1000指数,4786.9781,4789.9594,4182.6524,4108.7244,2972.4902,2950.3362,0.999377593889418,1.0179929323076524,1.0075089747398958,-1,0.9981500664150602,满仓中证1000指数,3643.491,4375.979,1.0069551427463386,1.018990036286737,-1,0.9981500664150602,满仓中证1000指数,-4,1.0077734353465282,7.5%多IM + 7.5%空IF,2009
2009-12-09,3554.478,4386.532,4675.9617,4098.3758,2901.2964,3.2873,,,,3.5214,3624.019,,4450.83,,,,-1,0.9855537057133165,满仓中证1000指数,,,,,3.5807,3.5602,-1,0.9855537057133165,满仓中证1000指数,4732.8021,4786.9781,4172.3621,4182.6524,2947.2083,2972.4902,0.9886826304887418,0.9975397668713758,0.991494707030489,-1,0.9855537057133165,满仓中证1000指数,3668.832,4459.079,0.9877854859530226,0.9981500664150602,-1,0.9855537057133165,满仓中证1000指数,-4,1.003556967076911,7.5%多IM + 7.5%空IF,2009
2009-12-10,3577.237,4411.686,4687.1151,4128.3285,2917.0291,3.3015,,,,3.5393,3554.478,,4386.532,,,,-1,1.0057343705688229,满仓中证1000指数,,,,,3.5214,3.5557,-1,1.0057343705688229,满仓中证1000指数,4675.9617,4732.8021,4098.3758,4172.3621,2901.2964,2947.2083,0.987990116890795,0.9822675265888355,0.9844219019062889,1,1.006402909231679,满仓沪深300指数,3624.019,4450.83,0.9808110829441017,0.9855537057133165,0,1.0,空仓,-1,0.9996657306685719,5%多IM + 5%空IF,2009
2009-12-11,3575.02,4408.394,4674.2394,4131.748,2912.7725,3.295,,,,3.5338,3577.237,,4411.686,,,,-1,0.9992538000211258,满仓中证1000指数,,,,,3.5393,3.5971,-1,0.9992538000211258,满仓中证1000指数,4687.1151,4675.9617,4128.3285,4098.3758,2917.0291,2901.2964,1.0023852633352408,1.0073084317938827,1.0054226448562786,0,1.0,空仓,3554.478,4386.532,1.006402909231679,1.0057343705688229,0,1.0,空仓,-2,0.9999051640608742,7.5%多IM + 7.5%空IF,2009
2009-12-14,3612.753,4384.536,4811.1121,4123.2765,2946.9395,3.3619,,,,3.5839,3575.02,,4408.394,,,,-1,0.9945880517939185,满仓中证1000指数,,,,,3.5338,3.616,-1,0.9945880517939185,满仓中证1000指数,4674.2394,4687.1151,4131.748,4128.3285,2912.7725,2917.0291,0.9972529584349231,1.000828301333094,0.9985407756131057,-1,0.9945880517939185,满仓中证1000指数,3577.237,4411.686,0.9993802479399604,0.9992538000211258,0,1.0,空仓,-3,0.98802506914457,7.5%多IM + 7.5%空IF,2009
2009-12-15,3583.341,4412.453,4774.146,4129.3451,2931.4055,3.327,,,,3.5554,3612.753,,4384.536,,,,-1,1.0063671503666523,满仓中证1000指数,,,,,3.5839,3.5807,-1,1.0063671503666523,满仓中证1000指数,4811.1121,4674.2394,4123.2765,4131.748,2946.9395,2912.7725,1.0292823469846237,0.9979496571426912,1.0117300613075686,1,0.9918588400590906,满仓沪深300指数,3575.02,4408.394,1.010554626267825,0.9945880517939185,0,1.0,空仓,-1,1.0072541551537808,5%多IM + 5%空IF,2009
2009-12-16,3560.723,4391.336,4739.5667,4118.3595,2912.1089,3.3024,,,,3.5288,3583.341,3560.831,4412.453,4394.99,0.006321558085738976,0.003973387880291224,1,0.9936880135047154,满仓沪深300指数,,,,,3.5554,3.5214,-1,0.9952142266444537,满仓中证1000指数,4774.146,4811.1121,4129.3451,4123.2765,2931.4055,2946.9395,0.9923165165908313,1.0014717906984894,0.9947287686089246,-1,0.9952142266444537,满仓中证1000指数,3612.753,4384.536,0.9918588400590906,1.0063671503666523,-1,0.9952142266444537,满仓中证1000指数,-2,1.0011446598548037,7.5%多IM + 7.5%空IF,2009
2009-12-17,3480.153,4258.451,4649.3902,3997.1073,2841.1541,3.2311,,,,3.4445,3560.723,3597.329,4391.336,4474.926,-0.010175883273395359,-0.018679638501284734,0,1.0,空仓,,,,,3.5288,3.5393,-1,0.9697392775228313,满仓中证1000指数,4739.5667,4774.146,4118.3595,4129.3451,2912.1089,2931.4055,0.9927569663768139,0.9973396265669343,0.9934172873729002,-1,0.9697392775228313,满仓中证1000指数,3583.341,4412.453,0.9936880135047154,0.9952142266444537,0,1.0,空仓,-2,0.9942750284448402,7.5%多IM + 7.5%空IF,2009
2009-12-18,3391.735,4091.683,4605.2191,3829.5543,2774.1475,3.169,,,,3.3662,3480.153,3590.876,4258.451,4515.835,-0.030834537310673094,-0.056995882267620535,0,1.0,空仓,,,,,3.4445,3.5338,-1,0.9608383423925742,满仓中证1000指数,4649.3902,4739.5667,3997.1073,4118.3595,2841.1541,2912.1089,0.9809736826786296,0.9705581312170539,0.9756345650397895,1,0.9745936457391385,满仓沪深300指数,3560.723,4391.336,0.9773725729297111,0.9697392775228313,0,1.0,空仓,0,1.0,空仓,2009
2009-12-21,3396.622,4146.904,4589.0758,3878.1102,2787.9209,3.1713,,,,3.378,3391.735,3643.491,4091.683,4375.979,-0.06909746723677923,-0.06496740500811371,0,1.0,空仓,,,,,3.3662,3.5839,-1,1.0134959135397343,满仓中证1000指数,4605.2191,4649.3902,3829.5543,3997.1073,2774.1475,2841.1541,0.9904995928283241,0.9580814355421481,0.9764157107845716,1,1.0014408554913634,满仓沪深300指数,3480.153,4258.451,0.9745936457391385,0.9608383423925742,0,1.0,空仓,0,1.0,空仓,2009
2009-12-22,3305.543,4024.344,4521.009,3767.526,2724.9814,3.1014,,,,3.2986,3396.622,3668.832,4146.904,4459.079,-0.07419527522655711,-0.07000885160366055,0,1.0,空仓,,,,,3.378,3.5554,-1,0.9704454214517625,满仓中证1000指数,4589.0758,4605.2191,3878.1102,3829.5543,2787.9209,2774.1475,0.9964945641782819,1.0126792561734927,1.004964912644335,-1,0.9704454214517625,满仓中证1000指数,3391.735,4091.683,1.0014408554913634,1.0134959135397343,-1,0.9704454214517625,满仓中证1000指数,-3,0.9979450027782739,7.5%多IM + 7.5%空IF,2009
2009-12-23,3336.48,4098.224,4540.5461,3833.8846,2753.5435,3.1248,,,,3.3297,3305.543,3624.019,4024.344,4450.83,-0.08787923021374877,-0.09582167820384058,0,1.0,空仓,,,,,3.2986,3.5288,-1,1.0183582715592903,满仓中证1000指数,4521.009,4589.0758,3767.526,3878.1102,2724.9814,2787.9209,0.9851676453023505,0.9714850289710694,0.9774242160170327,1,1.0093591279859315,满仓沪深300指数,3396.622,4146.904,0.9731854177473973,0.9704454214517625,0,1.0,空仓,0,1.0,空仓,2009
2009-12-24,3438.817,4229.803,4650.4984,3970.0954,2831.748,3.2059,,,,3.4172,3336.48,3554.478,4098.224,4386.532,-0.06133052448207588,-0.06572572592654058,0,1.0,空仓,,,,,3.3297,3.4445,-1,1.0321063465540194,满仓中证1000指数,4540.5461,4521.009,3833.8846,3767.526,2753.5435,2724.9814,1.0043214025895546,1.0176133091052324,1.0104815761311252,-1,1.0321063465540194,满仓中证1000指数,3305.543,4024.344,1.0093591279859315,1.0183582715592903,-1,1.0321063465540194,满仓中证1000指数,-3,1.0010756507945249,7.5%多IM + 7.5%空IF,2009
2009-12-25,3424.783,4255.653,4621.6179,3992.1587,2828.4138,3.1899,,,,3.4102,3438.817,3577.237,4229.803,4411.686,-0.038694668538875154,-0.04122754883280444,0,1.0,空仓,,,,,3.4172,3.3662,-1,1.006111395731669,满仓中证1000指数,4650.4984,4540.5461,3970.0954,3833.8846,2831.748,2753.5435,1.0242156554692838,1.0355281429180212,1.0284014035006166,-1,1.006111395731669,满仓中证1000指数,3336.48,4098.224,1.030672145494653,1.0321063465540194,-1,1.006111395731669,满仓中证1000指数,-3,1.007644337762621,7.5%多IM + 7.5%空IF,2009
