id,date,business_name,pzdm,name,settlement,opening,highest_price,lowest_price,today_close,clearing,ups_downs_1,ups_downs_2,turnover_hand,empty_plate,increase_decrease,turnover_volume,delivery_settlement_price
966619,20140714,F4,IF,IF,0,2142,2167,2139.8,2164,0,0,0,599861,167897,0,0,0
184274,20140715,F4,IF,IF1407,2162.6,2165,2169,2158,2163,2163.4,0.4,0.8,416981,71207,0,2.71E+11,0
184275,20140715,F4,IF,IF1408,2161.8,2165.2,2168.2,2157.2,2161.8,2162,0,0.2,44973,33419,0,29178649620,0
184276,20140715,F4,IF,IF1409,2164.6,2167,2171,2158,2163.8,2163.6,-0.8,-1,22509,51745,0,14615373780,0
184277,20140715,F4,IF,IF1412,2176.2,2180.2,2182,2169.8,2174.6,2174.2,-1.6,-2,1462,8465,0,954155400,0
966661,20140715,F4,IF,IF,0,2166.2,2170,2158.6,2163.6,0,0,0,485925,164836,0,0,0
183867,20140716,F4,IF,IF1407,2163.4,2164,2174.8,2161.6,2163.4,2164,0,0.6,435423,56565,0,2.83E+11,0
183868,20140716,F4,IF,IF1408,2162,2166,2173.8,2159.4,2160.2,2161.6,-1.8,-0.4,96762,46684,0,62865991500,0
183869,20140716,F4,IF,IF1409,2163.6,2164.2,2175.8,2160.8,2162.6,2163.2,-1,-0.4,24746,51601,0,16091881980,0
183870,20140716,F4,IF,IF1412,2174.2,2175.6,2185,2173,2173.2,2174.4,-1,0.2,2315,8835,0,1512743820,0
966702,20140716,F4,IF,IF,0,2164.4,2175.2,2161.6,2162.8,0,0,0,559246,163685,0,0,0
183460,20140717,F4,IF,IF1407,2164,2163,2165,2143.4,2155.8,2151,-8.2,-13,264433,28915,0,1.71E+11,0
183461,20140717,F4,IF,IF1408,2161.6,2163.6,2163.6,2140.6,2152.6,2148,-9,-13.6,304111,71560,0,1.96E+11,0
183462,20140717,F4,IF,IF1409,2163.2,2162,2165,2141.6,2152.8,2149,-10.4,-14.2,30135,52008,0,19453986300,0
183463,20140717,F4,IF,IF1412,2174.4,2175,2176,2155,2166.4,2161,-8,-13.4,3669,9936,0,2381994180,0
966744,20140717,F4,IF,IF,0,2162.6,2165,2142.4,2154,0,0,0,602348,162419,0,0,0
183053,20140718,F4,IF,IF1407,2151,2149.2,2172,2148,2167.4,2167.21,16.4,16.21,86195,0,0,55899813000,0
183054,20140718,F4,IF,IF1408,2148,2146,2172.8,2145.2,2158.8,2156.8,10.8,8.8,605189,88424,0,3.92E+11,0
183055,20140718,F4,IF,IF1409,2149,2148,2171.8,2145.8,2159.8,2158,10.8,9,42509,51952,0,27555553620,0
183056,20140718,F4,IF,IF1412,2161,2165.4,2181.8,2158.2,2170.4,2168.6,9.4,7.6,4528,9951,0,2950175280,0
966787,20140718,F4,IF,IF,0,2148.4,2172.8,2146.6,2160.2,0,0,0,738421,150327,0,0,0
182646,20140721,F4,IF,IF1408,2156.8,2160.2,2165.8,2150.4,2157.4,2158,0.6,1.2,442089,92679,0,2.86E+11,0
182647,20140721,F4,IF,IF1409,2158,2158.8,2166.8,2151.8,2158.8,2159.4,0.8,1.4,25263,51917,0,16365758940,0
182648,20140721,F4,IF,IF1412,2168.6,2170.4,2177,2164.2,2171.6,2171.2,3,2.6,2936,10117,0,1912380780,0
182649,20140721,F4,IF,IF1503,2168.6,2173.8,2186.4,2173.2,2182,2181.6,13.4,13,606,173,0,396591300,0
966828,20140721,F4,IF,IF,0,2160.4,2166.6,2151.8,2158.8,0,0,0,470894,154886,0,0,0
182239,20140722,F4,IF,IF1408,2158,2157,2196.6,2151,2186.4,2186.4,28.4,28.4,665843,101106,0,4.35E+11,0
182240,20140722,F4,IF,IF1409,2159.4,2156.6,2197.6,2152.6,2189,2188.8,29.6,29.4,49774,53675,0,32557366920,0
182241,20140722,F4,IF,IF1412,2171.2,2168.6,2207.2,2164.8,2199.4,2199,28.2,27.8,5275,10105,0,3466438440,0
182242,20140722,F4,IF,IF1503,2181.6,2183.4,2219.4,2176.2,2212,2212.2,30.4,30.6,1422,523,0,940708680,0
966868,20140722,F4,IF,IF,0,2157.6,2197.4,2153,2188.2,0,0,0,722314,165409,0,0,0
181832,20140723,F4,IF,IF1408,2186.4,2188.4,2207.4,2182,2190.6,2187.2,4.2,0.8,608231,100723,0,4.00E+11,0
181833,20140723,F4,IF,IF1409,2188.8,2189.8,2208.8,2183.6,2192,2188.8,3.2,0,43716,52234,0,28784861280,0
181834,20140723,F4,IF,IF1412,2199,2197,2220.2,2196.8,2203.8,2200.2,4.8,1.2,5710,10589,0,3779369040,0
181835,20140723,F4,IF,IF1503,2212.2,2210.8,2231,2208,2215.8,2213.2,3.6,1,788,592,0,524834700,0
966908,20140723,F4,IF,IF,0,2189.4,2208.4,2183.6,2192,0,0,0,658445,164138,0,0,0
181425,20140724,F4,IF,IF1408,2187.2,2190.8,2242.8,2190,2240.4,2237.4,53.2,50.2,862759,105592,0,5.76E+11,0
181426,20140724,F4,IF,IF1409,2188.8,2195,2246,2192,2244.4,2241.6,55.6,52.8,73069,54612,0,48785119380,0
181427,20140724,F4,IF,IF1412,2200.2,2204.8,2258,2204.8,2255.6,2253.4,55.4,53.2,9289,10653,0,6230041800,0
181428,20140724,F4,IF,IF1503,2213.2,2217.8,2272,2217.8,2270,2265.4,56.8,52.2,1828,793,0,1234614660,0
966949,20140724,F4,IF,IF,0,2193.2,2244.8,2192,2242.8,0,0,0,946945,171650,0,0,0
181018,20140725,F4,IF,IF1408,2237.4,2243.8,2279.6,2238.8,2274.6,2264.2,37.2,26.8,603892,103623,0,4.08E+11,0
181019,20140725,F4,IF,IF1409,2241.6,2244,2283.6,2243.2,2280,2269.2,38.4,27.6,46219,52474,0,31299947520,0
181020,20140725,F4,IF,IF1412,2253.4,2255.6,2298.6,2255.6,2297,2284.4,43.6,31,8325,11794,0,5673292500,0
